,ds,yhat,yhat_lower,yhat_upper,y,cutoff
174,2017-12-29 06:00:00,24456.399810020925,0.1469296682754073,0.3944650466748023,23666.0,2017-12-28 23:00:00
175,2017-12-29 07:00:00,26612.213832930083,0.24675416884646578,0.4939781288825508,26617.0,2017-12-28 23:00:00
176,2017-12-29 08:00:00,28962.22866029453,0.3613748552616589,0.6097031716315642,29011.0,2017-12-28 23:00:00
177,2017-12-29 09:00:00,30606.529757868502,0.43285097985592624,0.6933821083593409,31199.000000000004,2017-12-28 23:00:00
178,2017-12-29 10:00:00,31498.061400705905,0.479303772344174,0.732127315586762,32341.0,2017-12-28 23:00:00
179,2017-12-29 11:00:00,31854.684415272866,0.5038577590047121,0.7607046082219773,32423.0,2017-12-28 23:00:00
180,2017-12-29 12:00:00,31765.21000037541,0.5005532067721565,0.7421764390335008,31786.000000000004,2017-12-28 23:00:00
181,2017-12-29 13:00:00,31381.305377248216,0.4819960871638796,0.7410773019963337,31737.0,2017-12-28 23:00:00
182,2017-12-29 14:00:00,30854.394342786818,0.44723368973026345,0.7024353802867831,30720.000000000004,2017-12-28 23:00:00
183,2017-12-29 15:00:00,30323.217982200924,0.42772284910442515,0.6739105813216244,29652.0,2017-12-28 23:00:00
184,2017-12-29 16:00:00,30075.086587447546,0.4229968414774616,0.6642739231241923,29295.0,2017-12-28 23:00:00
185,2017-12-29 17:00:00,30408.67965923721,0.4425064537621116,0.6783406019993108,29584.0,2017-12-28 23:00:00
186,2017-12-29 18:00:00,31380.336633662755,0.4734369789623821,0.7318633479690285,31276.0,2017-12-28 23:00:00
187,2017-12-29 19:00:00,32506.535316210506,0.5328463676288709,0.7838530852706789,31680.0,2017-12-28 23:00:00
188,2017-12-29 20:00:00,33087.27444038806,0.560340087223665,0.8151262899359099,31732.000000000004,2017-12-28 23:00:00
189,2017-12-29 21:00:00,32481.04523534939,0.5301781464392217,0.7857915628846958,31186.0,2017-12-28 23:00:00
190,2017-12-29 22:00:00,30680.908854026417,0.44409600133570915,0.690656124286193,29628.0,2017-12-28 23:00:00
191,2017-12-29 23:00:00,28270.537846131396,0.3222537204438703,0.5755029475802803,27374.0,2017-12-28 23:00:00
192,2017-12-30 00:00:00,25506.719163790436,0.19667959604324176,0.44049715246701027,25244.0,2017-12-29 23:00:00
193,2017-12-30 01:00:00,23824.317928963064,0.12405989012311619,0.3756800611625018,23288.0,2017-12-29 23:00:00
194,2017-12-30 02:00:00,22523.125301692053,0.05970736811842272,0.31257886193761036,21812.0,2017-12-29 23:00:00
195,2017-12-30 03:00:00,21643.856072488692,0.02966915441374851,0.2626152458693387,21031.0,2017-12-29 23:00:00
196,2017-12-30 04:00:00,21391.78640613933,0.002013950189631244,0.25224580738418173,20647.0,2017-12-29 23:00:00
197,2017-12-30 05:00:00,22020.6105733728,0.03523538532806348,0.27265292545127584,20701.0,2017-12-29 23:00:00
198,2017-12-30 06:00:00,23696.703336893625,0.1163718428915437,0.35769305679051233,21426.999999999996,2017-12-29 23:00:00
199,2017-12-30 07:00:00,25983.37740496096,0.22608038745370534,0.46800339994557844,22847.0,2017-12-29 23:00:00
200,2017-12-30 08:00:00,28285.191760026722,0.3307745937887552,0.5774309138601059,24337.0,2017-12-29 23:00:00
201,2017-12-30 09:00:00,29712.043788080646,0.4116635635524424,0.6550171956408285,26390.999999999996,2017-12-29 23:00:00
202,2017-12-30 10:00:00,30830.35291887351,0.44759458080836123,0.6828167796575699,28190.999999999996,2017-12-29 23:00:00
203,2017-12-30 11:00:00,31056.651333133726,0.4708673894280742,0.7067388657813385,28447.0,2017-12-29 23:00:00
204,2017-12-30 12:00:00,30923.596070679778,0.447834893301351,0.7076876996178058,27935.999999999996,2017-12-29 23:00:00
205,2017-12-30 13:00:00,30538.994688212642,0.43515288220706594,0.6954992110297454,27885.000000000004,2017-12-29 23:00:00
206,2017-12-30 14:00:00,29881.976230463097,0.41432005499694624,0.6647298311973253,27516.0,2017-12-29 23:00:00
207,2017-12-30 15:00:00,29219.685344614383,0.37386179817104953,0.6163017689746244,26463.0,2017-12-29 23:00:00
208,2017-12-30 16:00:00,28833.97147326715,0.36259928869149005,0.6077411246681789,25785.0,2017-12-29 23:00:00
209,2017-12-30 17:00:00,29066.752223306292,0.36526678492382625,0.6143207425053921,25976.0,2017-12-29 23:00:00
210,2017-12-30 18:00:00,29860.360843846876,0.4003156441108652,0.6497564777004534,28270.0,2017-12-29 23:00:00
211,2017-12-30 19:00:00,30807.736221757135,0.4569292233543203,0.7051496084363436,29018.0,2017-12-29 23:00:00
212,2017-12-30 20:00:00,31153.587670606707,0.46799684429860555,0.7196731424894504,29365.000000000004,2017-12-29 23:00:00
213,2017-12-30 21:00:00,30490.56363315501,0.4366142879889517,0.6836680762050542,29311.000000000004,2017-12-29 23:00:00
214,2017-12-30 22:00:00,28597.341527519504,0.34770044768454933,0.5862399710660828,28286.0,2017-12-29 23:00:00
215,2017-12-30 23:00:00,26114.214811352558,0.2252758243986103,0.47032110602314176,26363.0,2017-12-29 23:00:00
216,2017-12-31 00:00:00,22798.380381740666,0.07435866991720401,0.32604669798922187,24257.0,2017-12-30 23:00:00
217,2017-12-31 01:00:00,20868.193456341905,-0.02158217776501742,0.22417225479899539,22207.000000000004,2017-12-30 23:00:00
218,2017-12-31 02:00:00,19489.867171426922,-0.08541049750324776,0.16192901980025462,20799.0,2017-12-30 23:00:00
219,2017-12-31 03:00:00,18623.962511351936,-0.1256928457269143,0.12194195315097192,19921.0,2017-12-30 23:00:00
220,2017-12-31 04:00:00,18406.07612265899,-0.13091267894748526,0.11214252120054206,19555.0,2017-12-30 23:00:00
221,2017-12-31 05:00:00,19034.987658783004,-0.10433556602926228,0.14129208887069275,19471.0,2017-12-30 23:00:00
222,2017-12-31 06:00:00,20600.072312126962,-0.021821967035107314,0.21178006113863926,19802.0,2017-12-30 23:00:00
223,2017-12-31 07:00:00,22969.103973550995,0.08117186275786979,0.3233115435449372,20647.0,2017-12-30 23:00:00
224,2017-12-31 08:00:00,25178.29082406394,0.1755740085387396,0.4201414233490295,21443.0,2017-12-30 23:00:00
225,2017-12-31 09:00:00,26844.906579747298,0.2632780917463425,0.5174404201721663,23246.0,2017-12-30 23:00:00
226,2017-12-31 10:00:00,27793.523335321708,0.3116585032618444,0.5505071855774466,25466.0,2017-12-30 23:00:00
227,2017-12-31 11:00:00,28151.536691164714,0.312908188354585,0.5699566214642268,26488.0,2017-12-30 23:00:00
228,2017-12-31 12:00:00,28098.060137395576,0.3270777403605742,0.5654042962337504,26517.0,2017-12-30 23:00:00
229,2017-12-31 13:00:00,27798.04821432316,0.3087003499017423,0.5605703952245753,26756.0,2017-12-30 23:00:00
230,2017-12-31 14:00:00,27178.318457840338,0.2842408035789098,0.5245754208215766,26574.0,2017-12-30 23:00:00
231,2017-12-31 15:00:00,26211.561402503023,0.2356816733845796,0.4745703160482462,25430.000000000004,2017-12-30 23:00:00
232,2017-12-31 16:00:00,26314.699595519116,0.22915574274937484,0.46702660295323817,24977.0,2017-12-30 23:00:00
233,2017-12-31 17:00:00,26783.218572301703,0.2643454410895339,0.5052597415951877,25451.0,2017-12-30 23:00:00
234,2017-12-31 18:00:00,27745.08716031068,0.31101033569611974,0.5474313802035623,28132.0,2017-12-30 23:00:00
235,2017-12-31 19:00:00,29172.9921718427,0.37104095802575854,0.6268291467026841,29097.0,2017-12-30 23:00:00
236,2017-12-31 20:00:00,29996.55533408586,0.41356930630151933,0.664268277029479,28666.0,2017-12-30 23:00:00
